# i j l theta_ijl interval road_class
10 153 2 0.40 08:00-08:30 urban
10 153 3 0.45 08:30-09:00 urban
10 153 4 0.60 09:00-09:30 urban
10 153 5 0.70 09:30-10:00 urban
10 153 6 0.80 10:00-10:30 urban
10 153 7 0.85 10:30-11:00 urban
10 153 8 0.80 11:00-11:30 urban
10 153 9 0.70 11:30-12:00 urban
10 154 0 0.65 07:00-07:30 urban
10 154 1 0.50 07:30-08:00 urban
10 154 2 0.40 08:00-08:30 urban
10 154 3 0.45 08:30-09:00 urban
10 154 4 0.60 09:00-09:30 urban
10 154 5 0.70 09:30-10:00 urban
10 154 6 0.80 10:00-10:30 urban
10 154 7 0.85 10:30-11:00 urban
10 154 8 0.80 11:00-11:30 urban
10 154 9 0.70 11:30-12:00 urban
10 155 0 0.72 07:00-07:30 suburban
10 155 1 0.60 07:30-08:00 suburban
10 155 2 0.50 08:00-08:30 suburban
10 155 3 0.55 08:30-09:00 suburban
10 155 4 0.68 09:00-09:30 suburban
10 155 5 0.78 09:30-10:00 suburban
10 155 6 0.86 10:00-10:30 suburban
10 155 7 0.90 10:30-11:00 suburban
10 155 8 0.86 11:00-11:30 suburban
10 155 9 0.78 11:30-12:00 suburban
10 156 0 0.72 07:00-07:30 suburban
10 156 1 0.60 07:30-08:00 suburban
10 156 2 0.50 08:00-08:30 suburban
10 156 3 0.55 08:30-09:00 suburban
10 156 4 0.68 09:00-09:30 suburban
10 156 5 0.78 09:30-10:00 suburban
10 156 6 0.86 10:00-10:30 suburban
10 156 7 0.90 10:30-11:00 suburban
10 156 8 0.86 11:00-11:30 suburban
10 156 9 0.78 11:30-12:00 suburban
10 157 0 0.72 07:00-07:30 suburban
10 157 1 0.60 07:30-08:00 suburban
10 157 2 0.50 08:00-08:30 suburban
10 157 3 0.55 08:30-09:00 suburban
10 157 4 0.68 09:00-09:30 suburban
10 157 5 0.78 09:30-10:00 suburban
10 157 6 0.86 10:00-10:30 suburban
10 157 7 0.90 10:30-11:00 suburban
10 157 8 0.86 11:00-11:30 suburban
10 157 9 0.78 11:30-12:00 suburban
10 158 0 0.65 07:00-07:30 urban
10 158 1 0.50 07:30-08:00 urban
10 158 2 0.40 08:00-08:30 urban
10 158 3 0.45 08:30-09:00 urban
10 158 4 0.60 09:00-09:30 urban
10 158 5 0.70 09:30-10:00 urban
10 158 6 0.80 10:00-10:30 urban
10 158 7 0.85 10:30-11:00 urban
10 158 8 0.80 11:00-11:30 urban
10 158 9 0.70 11:30-12:00 urban
10 159 0 0.65 07:00-07:30 urban
10 159 1 0.50 07:30-08:00 urban
10 159 2 0.40 08:00-08:30 urban
10 159 3 0.45 08:30-09:00 urban
10 159 4 0.60 09:00-09:30 urban
10 159 5 0.70 09:30-10:00 urban
10 159 6 0.80 10:00-10:30 urban
10 159 7 0.85 10:30-11:00 urban
10 159 8 0.80 11:00-11:30 urban
10 159 9 0.70 11:30-12:00 urban
10 160 0 0.80 07:00-07:30 arterial
10 160 1 0.70 07:30-08:00 arterial
10 160 2 0.60 08:00-08:30 arterial
10 160 3 0.65 08:30-09:00 arterial
10 160 4 0.75 09:00-09:30 arterial
10 160 5 0.82 09:30-10:00 arterial
10 160 6 0.90 10:00-10:30 arterial
10 160 7 0.95 10:30-11:00 arterial
10 160 8 0.90 11:00-11:30 arterial
10 160 9 0.82 11:30-12:00 arterial
10 161 0 0.65 07:00-07:30 urban
10 161 1 0.50 07:30-08:00 urban
10 161 2 0.40 08:00-08:30 urban
10 161 3 0.45 08:30-09:00 urban
10 161 4 0.60 09:00-09:30 urban
10 161 5 0.70 09:30-10:00 urban
10 161 6 0.80 10:00-10:30 urban
10 161 7 0.85 10:30-11:00 urban
10 161 8 0.80 11:00-11:30 urban
10 161 9 0.70 11:30-12:00 urban
10 162 0 0.72 07:00-07:30 suburban
10 162 1 0.60 07:30-08:00 suburban
10 162 2 0.50 08:00-08:30 suburban
10 162 3 0.55 08:30-09:00 suburban
10 162 4 0.68 09:00-09:30 suburban
10 162 5 0.78 09:30-10:00 suburban
10 162 6 0.86 10:00-10:30 suburban
10 162 7 0.90 10:30-11:00 suburban
10 162 8 0.86 11:00-11:30 suburban
10 162 9 0.78 11:30-12:00 suburban
10 163 0 0.72 07:00-07:30 suburban
10 163 1 0.60 07:30-08:00 suburban
10 163 2 0.50 08:00-08:30 suburban
10 163 3 0.55 08:30-09:00 suburban
10 163 4 0.68 09:00-09:30 suburban
10 163 5 0.78 09:30-10:00 suburban
10 163 6 0.86 10:00-10:30 suburban
10 163 7 0.90 10:30-11:00 suburban
10 163 8 0.86 11:00-11:30 suburban
10 163 9 0.78 11:30-12:00 suburban
10 164 0 0.80 07:00-07:30 arterial
10 164 1 0.70 07:30-08:00 arterial
10 164 2 0.60 08:00-08:30 arterial
10 164 3 0.65 08:30-09:00 arterial
10 164 4 0.75 09:00-09:30 arterial
10 164 5 0.82 09:30-10:00 arterial
10 164 6 0.90 10:00-10:30 arterial
10 164 7 0.95 10:30-11:00 arterial
10 164 8 0.90 11:00-11:30 arterial
10 164 9 0.82 11:30-12:00 arterial
10 165 0 0.65 07:00-07:30 urban
10 165 1 0.50 07:30-08:00 urban
10 165 2 0.40 08:00-08:30 urban
10 165 3 0.45 08:30-09:00 urban
10 165 4 0.60 09:00-09:30 urban
10 165 5 0.70 09:30-10:00 urban
10 165 6 0.80 10:00-10:30 urban
10 165 7 0.85 10:30-11:00 urban
10 165 8 0.80 11:00-11:30 urban
10 165 9 0.70 11:30-12:00 urban
10 166 0 0.72 07:00-07:30 suburban
10 166 1 0.60 07:30-08:00 suburban
10 166 2 0.50 08:00-08:30 suburban
10 166 3 0.55 08:30-09:00 suburban
10 166 4 0.68 09:00-09:30 suburban
10 166 5 0.78 09:30-10:00 suburban
10 166 6 0.86 10:00-10:30 suburban
10 166 7 0.90 10:30-11:00 suburban
10 166 8 0.86 11:00-11:30 suburban
10 166 9 0.78 11:30-12:00 suburban
10 167 0 0.72 07:00-07:30 suburban
10 167 1 0.60 07:30-08:00 suburban
10 167 2 0.50 08:00-08:30 suburban
10 167 3 0.55 08:30-09:00 suburban
10 167 4 0.68 09:00-09:30 suburban
10 167 5 0.78 09:30-10:00 suburban
10 167 6 0.86 10:00-10:30 suburban
10 167 7 0.90 10:30-11:00 suburban
10 167 8 0.86 11:00-11:30 suburban
10 167 9 0.78 11:30-12:00 suburban
10 168 0 0.65 07:00-07:30 urban
10 168 1 0.50 07:30-08:00 urban
10 168 2 0.40 08:00-08:30 urban
10 168 3 0.45 08:30-09:00 urban
10 168 4 0.60 09:00-09:30 urban
10 168 5 0.70 09:30-10:00 urban
10 168 6 0.80 10:00-10:30 urban
10 168 7 0.85 10:30-11:00 urban
10 168 8 0.80 11:00-11:30 urban
10 168 9 0.70 11:30-12:00 urban
10 169 0 0.72 07:00-07:30 suburban
10 169 1 0.60 07:30-08:00 suburban
10 169 2 0.50 08:00-08:30 suburban
10 169 3 0.55 08:30-09:00 suburban
10 169 4 0.68 09:00-09:30 suburban
10 169 5 0.78 09:30-10:00 suburban
10 169 6 0.86 10:00-10:30 suburban
10 169 7 0.90 10:30-11:00 suburban
10 169 8 0.86 11:00-11:30 suburban
10 169 9 0.78 11:30-12:00 suburban
10 170 0 0.80 07:00-07:30 arterial
10 170 1 0.70 07:30-08:00 arterial
10 170 2 0.60 08:00-08:30 arterial
10 170 3 0.65 08:30-09:00 arterial
10 170 4 0.75 09:00-09:30 arterial
10 170 5 0.82 09:30-10:00 arterial
10 170 6 0.90 10:00-10:30 arterial
10 170 7 0.95 10:30-11:00 arterial
10 170 8 0.90 11:00-11:30 arterial
10 170 9 0.82 11:30-12:00 arterial
10 171 0 0.80 07:00-07:30 arterial
10 171 1 0.70 07:30-08:00 arterial
10 171 2 0.60 08:00-08:30 arterial
10 171 3 0.65 08:30-09:00 arterial
10 171 4 0.75 09:00-09:30 arterial
10 171 5 0.82 09:30-10:00 arterial
10 171 6 0.90 10:00-10:30 arterial
10 171 7 0.95 10:30-11:00 arterial
10 171 8 0.90 11:00-11:30 arterial
10 171 9 0.82 11:30-12:00 arterial
10 172 0 0.65 07:00-07:30 urban
10 172 1 0.50 07:30-08:00 urban
10 172 2 0.40 08:00-08:30 urban
10 172 3 0.45 08:30-09:00 urban
10 172 4 0.60 09:00-09:30 urban
10 172 5 0.70 09:30-10:00 urban
10 172 6 0.80 10:00-10:30 urban
10 172 7 0.85 10:30-11:00 urban
10 172 8 0.80 11:00-11:30 urban
10 172 9 0.70 11:30-12:00 urban
10 173 0 0.80 07:00-07:30 arterial
10 173 1 0.70 07:30-08:00 arterial
10 173 2 0.60 08:00-08:30 arterial
10 173 3 0.65 08:30-09:00 arterial
10 173 4 0.75 09:00-09:30 arterial
10 173 5 0.82 09:30-10:00 arterial
10 173 6 0.90 10:00-10:30 arterial
10 173 7 0.95 10:30-11:00 arterial
10 173 8 0.90 11:00-11:30 arterial
10 173 9 0.82 11:30-12:00 arterial
10 174 0 0.80 07:00-07:30 arterial
10 174 1 0.70 07:30-08:00 arterial
10 174 2 0.60 08:00-08:30 arterial
10 174 3 0.65 08:30-09:00 arterial
10 174 4 0.75 09:00-09:30 arterial
10 174 5 0.82 09:30-10:00 arterial
10 174 6 0.90 10:00-10:30 arterial
10 174 7 0.95 10:30-11:00 arterial
10 174 8 0.90 11:00-11:30 arterial
10 174 9 0.82 11:30-12:00 arterial
10 175 0 0.72 07:00-07:30 suburban
10 175 1 0.60 07:30-08:00 suburban
10 175 2 0.50 08:00-08:30 suburban
10 175 3 0.55 08:30-09:00 suburban
10 175 4 0.68 09:00-09:30 suburban
10 175 5 0.78 09:30-10:00 suburban
10 175 6 0.86 10:00-10:30 suburban
10 175 7 0.90 10:30-11:00 suburban
10 175 8 0.86 11:00-11:30 suburban
10 175 9 0.78 11:30-12:00 suburban
10 176 0 0.72 07:00-07:30 suburban
10 176 1 0.60 07:30-08:00 suburban
10 176 2 0.50 08:00-08:30 suburban
10 176 3 0.55 08:30-09:00 suburban
10 176 4 0.68 09:00-09:30 suburban
10 176 5 0.78 09:30-10:00 suburban
10 176 6 0.86 10:00-10:30 suburban
10 176 7 0.90 10:30-11:00 suburban
10 176 8 0.86 11:00-11:30 suburban
10 176 9 0.78 11:30-12:00 suburban
10 177 0 0.80 07:00-07:30 arterial
10 177 1 0.70 07:30-08:00 arterial
10 177 2 0.60 08:00-08:30 arterial
10 177 3 0.65 08:30-09:00 arterial
10 177 4 0.75 09:00-09:30 arterial
10 177 5 0.82 09:30-10:00 arterial
10 177 6 0.90 10:00-10:30 arterial
10 177 7 0.95 10:30-11:00 arterial
10 177 8 0.90 11:00-11:30 arterial
10 177 9 0.82 11:30-12:00 arterial
10 178 0 0.72 07:00-07:30 suburban
10 178 1 0.60 07:30-08:00 suburban
10 178 2 0.50 08:00-08:30 suburban
10 178 3 0.55 08:30-09:00 suburban
10 178 4 0.68 09:00-09:30 suburban
10 178 5 0.78 09:30-10:00 suburban
10 178 6 0.86 10:00-10:30 suburban
10 178 7 0.90 10:30-11:00 suburban
10 178 8 0.86 11:00-11:30 suburban
10 178 9 0.78 11:30-12:00 suburban
10 179 0 0.65 07:00-07:30 urban
10 179 1 0.50 07:30-08:00 urban
10 179 2 0.40 08:00-08:30 urban
10 179 3 0.45 08:30-09:00 urban
10 179 4 0.60 09:00-09:30 urban
10 179 5 0.70 09:30-10:00 urban
10 179 6 0.80 10:00-10:30 urban
10 179 7 0.85 10:30-11:00 urban
10 179 8 0.80 11:00-11:30 urban
10 179 9 0.70 11:30-12:00 urban
10 180 0 0.65 07:00-07:30 urban
10 180 1 0.50 07:30-08:00 urban
10 180 2 0.40 08:00-08:30 urban
10 180 3 0.45 08:30-09:00 urban
10 180 4 0.60 09:00-09:30 urban
10 180 5 0.70 09:30-10:00 urban
10 180 6 0.80 10:00-10:30 urban
10 180 7 0.85 10:30-11:00 urban
10 180 8 0.80 11:00-11:30 urban
10 180 9 0.70 11:30-12:00 urban
10 181 0 0.72 07:00-07:30 suburban
10 181 1 0.60 07:30-08:00 suburban
10 181 2 0.50 08:00-08:30 suburban
10 181 3 0.55 08:30-09:00 suburban
10 181 4 0.68 09:00-09:30 suburban
10 181 5 0.78 09:30-10:00 suburban
10 181 6 0.86 10:00-10:30 suburban
10 181 7 0.90 10:30-11:00 suburban
10 181 8 0.86 11:00-11:30 suburban
10 181 9 0.78 11:30-12:00 suburban
10 182 0 0.72 07:00-07:30 suburban
10 182 1 0.60 07:30-08:00 suburban
10 182 2 0.50 08:00-08:30 suburban
10 182 3 0.55 08:30-09:00 suburban
10 182 4 0.68 09:00-09:30 suburban
10 182 5 0.78 09:30-10:00 suburban
10 182 6 0.86 10:00-10:30 suburban
10 182 7 0.90 10:30-11:00 suburban
10 182 8 0.86 11:00-11:30 suburban
10 182 9 0.78 11:30-12:00 suburban
10 183 0 0.80 07:00-07:30 arterial
10 183 1 0.70 07:30-08:00 arterial
10 183 2 0.60 08:00-08:30 arterial
10 183 3 0.65 08:30-09:00 arterial
10 183 4 0.75 09:00-09:30 arterial
10 183 5 0.82 09:30-10:00 arterial
10 183 6 0.90 10:00-10:30 arterial
10 183 7 0.95 10:30-11:00 arterial
10 183 8 0.90 11:00-11:30 arterial
10 183 9 0.82 11:30-12:00 arterial
10 184 0 0.65 07:00-07:30 urban
10 184 1 0.50 07:30-08:00 urban
10 184 2 0.40 08:00-08:30 urban
10 184 3 0.45 08:30-09:00 urban
10 184 4 0.60 09:00-09:30 urban
10 184 5 0.70 09:30-10:00 urban
10 184 6 0.80 10:00-10:30 urban
10 184 7 0.85 10:30-11:00 urban
10 184 8 0.80 11:00-11:30 urban
10 184 9 0.70 11:30-12:00 urban
10 185 0 0.80 07:00-07:30 arterial
10 185 1 0.70 07:30-08:00 arterial
10 185 2 0.60 08:00-08:30 arterial
10 185 3 0.65 08:30-09:00 arterial
10 185 4 0.75 09:00-09:30 arterial
10 185 5 0.82 09:30-10:00 arterial
10 185 6 0.90 10:00-10:30 arterial
10 185 7 0.95 10:30-11:00 arterial
10 185 8 0.90 11:00-11:30 arterial
10 185 9 0.82 11:30-12:00 arterial
10 186 0 0.65 07:00-07:30 urban
10 186 1 0.50 07:30-08:00 urban
10 186 2 0.40 08:00-08:30 urban
10 186 3 0.45 08:30-09:00 urban
10 186 4 0.60 09:00-09:30 urban
10 186 5 0.70 09:30-10:00 urban
10 186 6 0.80 10:00-10:30 urban
10 186 7 0.85 10:30-11:00 urban
10 186 8 0.80 11:00-11:30 urban
10 186 9 0.70 11:30-12:00 urban
10 187 0 0.65 07:00-07:30 urban
10 187 1 0.50 07:30-08:00 urban
10 187 2 0.40 08:00-08:30 urban
10 187 3 0.45 08:30-09:00 urban
10 187 4 0.60 09:00-09:30 urban
10 187 5 0.70 09:30-10:00 urban
10 187 6 0.80 10:00-10:30 urban
10 187 7 0.85 10:30-11:00 urban
10 187 8 0.80 11:00-11:30 urban
10 187 9 0.70 11:30-12:00 urban
10 188 0 0.80 07:00-07:30 arterial
10 188 1 0.70 07:30-08:00 arterial
10 188 2 0.60 08:00-08:30 arterial
10 188 3 0.65 08:30-09:00 arterial
10 188 4 0.75 09:00-09:30 arterial
10 188 5 0.82 09:30-10:00 arterial
10 188 6 0.90 10:00-10:30 arterial
10 188 7 0.95 10:30-11:00 arterial
10 188 8 0.90 11:00-11:30 arterial
10 188 9 0.82 11:30-12:00 arterial
10 189 0 0.72 07:00-07:30 suburban
10 189 1 0.60 07:30-08:00 suburban
10 189 2 0.50 08:00-08:30 suburban
10 189 3 0.55 08:30-09:00 suburban
10 189 4 0.68 09:00-09:30 suburban
10 189 5 0.78 09:30-10:00 suburban
10 189 6 0.86 10:00-10:30 suburban
10 189 7 0.90 10:30-11:00 suburban
10 189 8 0.86 11:00-11:30 suburban
10 189 9 0.78 11:30-12:00 suburban
10 190 0 0.72 07:00-07:30 suburban
10 190 1 0.60 07:30-08:00 suburban
10 190 2 0.50 08:00-08:30 suburban
10 190 3 0.55 08:30-09:00 suburban
10 190 4 0.68 09:00-09:30 suburban
10 190 5 0.78 09:30-10:00 suburban
10 190 6 0.86 10:00-10:30 suburban
10 190 7 0.90 10:30-11:00 suburban
10 190 8 0.86 11:00-11:30 suburban
10 190 9 0.78 11:30-12:00 suburban
10 191 0 0.72 07:00-07:30 suburban
10 191 1 0.60 07:30-08:00 suburban
10 191 2 0.50 08:00-08:30 suburban
10 191 3 0.55 08:30-09:00 suburban
10 191 4 0.68 09:00-09:30 suburban
10 191 5 0.78 09:30-10:00 suburban
10 191 6 0.86 10:00-10:30 suburban
10 191 7 0.90 10:30-11:00 suburban
10 191 8 0.86 11:00-11:30 suburban
10 191 9 0.78 11:30-12:00 suburban
10 192 0 0.65 07:00-07:30 urban
10 192 1 0.50 07:30-08:00 urban
10 192 2 0.40 08:00-08:30 urban
10 192 3 0.45 08:30-09:00 urban
10 192 4 0.60 09:00-09:30 urban
10 192 5 0.70 09:30-10:00 urban
10 192 6 0.80 10:00-10:30 urban
10 192 7 0.85 10:30-11:00 urban
10 192 8 0.80 11:00-11:30 urban
10 192 9 0.70 11:30-12:00 urban
10 193 0 0.72 07:00-07:30 suburban
10 193 1 0.60 07:30-08:00 suburban
10 193 2 0.50 08:00-08:30 suburban
10 193 3 0.55 08:30-09:00 suburban
10 193 4 0.68 09:00-09:30 suburban
10 193 5 0.78 09:30-10:00 suburban
10 193 6 0.86 10:00-10:30 suburban
10 193 7 0.90 10:30-11:00 suburban
10 193 8 0.86 11:00-11:30 suburban
10 193 9 0.78 11:30-12:00 suburban
10 194 0 0.72 07:00-07:30 suburban
10 194 1 0.60 07:30-08:00 suburban
10 194 2 0.50 08:00-08:30 suburban
10 194 3 0.55 08:30-09:00 suburban
10 194 4 0.68 09:00-09:30 suburban
10 194 5 0.78 09:30-10:00 suburban
10 194 6 0.86 10:00-10:30 suburban
10 194 7 0.90 10:30-11:00 suburban
10 194 8 0.86 11:00-11:30 suburban
10 194 9 0.78 11:30-12:00 suburban
10 195 0 0.65 07:00-07:30 urban
10 195 1 0.50 07:30-08:00 urban
10 195 2 0.40 08:00-08:30 urban
10 195 3 0.45 08:30-09:00 urban
10 195 4 0.60 09:00-09:30 urban
10 195 5 0.70 09:30-10:00 urban
10 195 6 0.80 10:00-10:30 urban
10 195 7 0.85 10:30-11:00 urban
10 195 8 0.80 11:00-11:30 urban
10 195 9 0.70 11:30-12:00 urban
10 196 0 0.65 07:00-07:30 urban
10 196 1 0.50 07:30-08:00 urban
10 196 2 0.40 08:00-08:30 urban
10 196 3 0.45 08:30-09:00 urban
10 196 4 0.60 09:00-09:30 urban
10 196 5 0.70 09:30-10:00 urban
10 196 6 0.80 10:00-10:30 urban
10 196 7 0.85 10:30-11:00 urban
10 196 8 0.80 11:00-11:30 urban
10 196 9 0.70 11:30-12:00 urban
10 197 0 0.80 07:00-07:30 arterial
10 197 1 0.70 07:30-08:00 arterial
10 197 2 0.60 08:00-08:30 arterial
10 197 3 0.65 08:30-09:00 arterial
10 197 4 0.75 09:00-09:30 arterial
10 197 5 0.82 09:30-10:00 arterial
10 197 6 0.90 10:00-10:30 arterial
10 197 7 0.95 10:30-11:00 arterial
10 197 8 0.90 11:00-11:30 arterial
10 197 9 0.82 11:30-12:00 arterial
10 198 0 0.72 07:00-07:30 suburban
10 198 1 0.60 07:30-08:00 suburban
10 198 2 0.50 08:00-08:30 suburban
10 198 3 0.55 08:30-09:00 suburban
10 198 4 0.68 09:00-09:30 suburban
10 198 5 0.78 09:30-10:00 suburban
10 198 6 0.86 10:00-10:30 suburban
10 198 7 0.90 10:30-11:00 suburban
10 198 8 0.86 11:00-11:30 suburban
10 198 9 0.78 11:30-12:00 suburban
10 199 0 0.72 07:00-07:30 suburban
10 199 1 0.60 07:30-08:00 suburban
10 199 2 0.50 08:00-08:30 suburban
10 199 3 0.55 08:30-09:00 suburban
10 199 4 0.68 09:00-09:30 suburban
10 199 5 0.78 09:30-10:00 suburban
10 199 6 0.86 10:00-10:30 suburban
10 199 7 0.90 10:30-11:00 suburban
10 199 8 0.86 11:00-11:30 suburban
10 199 9 0.78 11:30-12:00 suburban
10 200 0 0.72 07:00-07:30 suburban
10 200 1 0.60 07:30-08:00 suburban
10 200 2 0.50 08:00-08:30 suburban
10 200 3 0.55 08:30-09:00 suburban
10 200 4 0.68 09:00-09:30 suburban
10 200 5 0.78 09:30-10:00 suburban
10 200 6 0.86 10:00-10:30 suburban
10 200 7 0.90 10:30-11:00 suburban
10 200 8 0.86 11:00-11:30 suburban
10 200 9 0.78 11:30-12:00 suburban
11 0 0 0.65 07:00-07:30 urban
11 0 1 0.50 07:30-08:00 urban
11 0 2 0.40 08:00-08:30 urban
11 0 3 0.45 08:30-09:00 urban
11 0 4 0.60 09:00-09:30 urban
11 0 5 0.70 09:30-10:00 urban
11 0 6 0.80 10:00-10:30 urban
11 0 7 0.85 10:30-11:00 urban
11 0 8 0.80 11:00-11:30 urban
11 0 9 0.70 11:30-12:00 urban
11 1 0 0.65 07:00-07:30 urban
11 1 1 0.50 07:30-08:00 urban
11 1 2 0.40 08:00-08:30 urban
11 1 3 0.45 08:30-09:00 urban
11 1 4 0.60 09:00-09:30 urban
11 1 5 0.70 09:30-10:00 urban
11 1 6 0.80 10:00-10:30 urban
11 1 7 0.85 10:30-11:00 urban
11 1 8 0.80 11:00-11:30 urban
11 1 9 0.70 11:30-12:00 urban
11 2 0 0.65 07:00-07:30 urban
11 2 1 0.50 07:30-08:00 urban
11 2 2 0.40 08:00-08:30 urban
11 2 3 0.45 08:30-09:00 urban
11 2 4 0.60 09:00-09:30 urban
11 2 5 0.70 09:30-10:00 urban
11 2 6 0.80 10:00-10:30 urban
11 2 7 0.85 10:30-11:00 urban
11 2 8 0.80 11:00-11:30 urban
11 2 9 0.70 11:30-12:00 urban
11 3 0 0.72 07:00-07:30 suburban
11 3 1 0.60 07:30-08:00 suburban
11 3 2 0.50 08:00-08:30 suburban
11 3 3 0.55 08:30-09:00 suburban
11 3 4 0.68 09:00-09:30 suburban
11 3 5 0.78 09:30-10:00 suburban
11 3 6 0.86 10:00-10:30 suburban
11 3 7 0.90 10:30-11:00 suburban
11 3 8 0.86 11:00-11:30 suburban
11 3 9 0.78 11:30-12:00 suburban
11 4 0 0.72 07:00-07:30 suburban
11 4 1 0.60 07:30-08:00 suburban
11 4 2 0.50 08:00-08:30 suburban
11 4 3 0.55 08:30-09:00 suburban
11 4 4 0.68 09:00-09:30 suburban
11 4 5 0.78 09:30-10:00 suburban
11 4 6 0.86 10:00-10:30 suburban
11 4 7 0.90 10:30-11:00 suburban
11 4 8 0.86 11:00-11:30 suburban
11 4 9 0.78 11:30-12:00 suburban
11 5 0 0.72 07:00-07:30 suburban
11 5 1 0.60 07:30-08:00 suburban
11 5 2 0.50 08:00-08:30 suburban
11 5 3 0.55 08:30-09:00 suburban
11 5 4 0.68 09:00-09:30 suburban
11 5 5 0.78 09:30-10:00 suburban
11 5 6 0.86 10:00-10:30 suburban
11 5 7 0.90 10:30-11:00 suburban
11 5 8 0.86 11:00-11:30 suburban
11 5 9 0.78 11:30-12:00 suburban
11 6 0 0.65 07:00-07:30 urban
11 6 1 0.50 07:30-08:00 urban
11 6 2 0.40 08:00-08:30 urban
11 6 3 0.45 08:30-09:00 urban
11 6 4 0.60 09:00-09:30 urban
11 6 5 0.70 09:30-10:00 urban
11 6 6 0.80 10:00-10:30 urban
11 6 7 0.85 10:30-11:00 urban
11 6 8 0.80 11:00-11:30 urban
11 6 9 0.70 11:30-12:00 urban
11 7 0 0.65 07:00-07:30 urban
11 7 1 0.50 07:30-08:00 urban
11 7 2 0.40 08:00-08:30 urban
11 7 3 0.45 08:30-09:00 urban
11 7 4 0.60 09:00-09:30 urban
11 7 5 0.70 09:30-10:00 urban
11 7 6 0.80 10:00-10:30 urban
11 7 7 0.85 10:30-11:00 urban
11 7 8 0.80 11:00-11:30 urban
11 7 9 0.70 11:30-12:00 urban
11 8 0 0.72 07:00-07:30 suburban
11 8 1 0.60 07:30-08:00 suburban
11 8 2 0.50 08:00-08:30 suburban
11 8 3 0.55 08:30-09:00 suburban
11 8 4 0.68 09:00-09:30 suburban
11 8 5 0.78 09:30-10:00 suburban
11 8 6 0.86 10:00-10:30 suburban
11 8 7 0.90 10:30-11:00 suburban
11 8 8 0.86 11:00-11:30 suburban
11 8 9 0.78 11:30-12:00 suburban
11 9 0 0.65 07:00-07:30 urban
11 9 1 0.50 07:30-08:00 urban
11 9 2 0.40 08:00-08:30 urban
11 9 3 0.45 08:30-09:00 urban
11 9 4 0.60 09:00-09:30 urban
11 9 5 0.70 09:30-10:00 urban
11 9 6 0.80 10:00-10:30 urban
11 9 7 0.85 10:30-11:00 urban
11 9 8 0.80 11:00-11:30 urban
11 9 9 0.70 11:30-12:00 urban
11 10 0 0.72 07:00-07:30 suburban
11 10 1 0.60 07:30-08:00 suburban
11 10 2 0.50 08:00-08:30 suburban
11 10 3 0.55 08:30-09:00 suburban
11 10 4 0.68 09:00-09:30 suburban
11 10 5 0.78 09:30-10:00 suburban
11 10 6 0.86 10:00-10:30 suburban
11 10 7 0.90 10:30-11:00 suburban
11 10 8 0.86 11:00-11:30 suburban
11 10 9 0.78 11:30-12:00 suburban
11 12 0 0.72 07:00-07:30 suburban
11 12 1 0.60 07:30-08:00 suburban
11 12 2 0.50 08:00-08:30 suburban
11 12 3 0.55 08:30-09:00 suburban
11 12 4 0.68 09:00-09:30 suburban
11 12 5 0.78 09:30-10:00 suburban
11 12 6 0.86 10:00-10:30 suburban
11 12 7 0.90 10:30-11:00 suburban
11 12 8 0.86 11:00-11:30 suburban
11 12 9 0.78 11:30-12:00 suburban
11 13 0 0.72 07:00-07:30 suburban
11 13 1 0.60 07:30-08:00 suburban
11 13 2 0.50 08:00-08:30 suburban
11 13 3 0.55 08:30-09:00 suburban
11 13 4 0.68 09:00-09:30 suburban
11 13 5 0.78 09:30-10:00 suburban
11 13 6 0.86 10:00-10:30 suburban
11 13 7 0.90 10:30-11:00 suburban
11 13 8 0.86 11:00-11:30 suburban
11 13 9 0.78 11:30-12:00 suburban
11 14 0 0.72 07:00-07:30 suburban
11 14 1 0.60 07:30-08:00 suburban
11 14 2 0.50 08:00-08:30 suburban
11 14 3 0.55 08:30-09:00 suburban
11 14 4 0.68 09:00-09:30 suburban
11 14 5 0.78 09:30-10:00 suburban
11 14 6 0.86 10:00-10:30 suburban
11 14 7 0.90 10:30-11:00 suburban
11 14 8 0.86 11:00-11:30 suburban
11 14 9 0.78 11:30-12:00 suburban
11 15 0 0.72 07:00-07:30 suburban
11 15 1 0.60 07:30-08:00 suburban
11 15 2 0.50 08:00-08:30 suburban
11 15 3 0.55 08:30-09:00 suburban
11 15 4 0.68 09:00-09:30 suburban
11 15 5 0.78 09:30-10:00 suburban
11 15 6 0.86 10:00-10:30 suburban
11 15 7 0.90 10:30-11:00 suburban
11 15 8 0.86 11:00-11:30 suburban
11 15 9 0.78 11:30-12:00 suburban
11 16 0 0.65 07:00-07:30 urban
11 16 1 0.50 07:30-08:00 urban
11 16 2 0.40 08:00-08:30 urban
11 16 3 0.45 08:30-09:00 urban
11 16 4 0.60 09:00-09:30 urban
11 16 5 0.70 09:30-10:00 urban
11 16 6 0.80 10:00-10:30 urban
11 16 7 0.85 10:30-11:00 urban
11 16 8 0.80 11:00-11:30 urban
11 16 9 0.70 11:30-12:00 urban
11 17 0 0.65 07:00-07:30 urban
11 17 1 0.50 07:30-08:00 urban
11 17 2 0.40 08:00-08:30 urban
11 17 3 0.45 08:30-09:00 urban
11 17 4 0.60 09:00-09:30 urban
11 17 5 0.70 09:30-10:00 urban
11 17 6 0.80 10:00-10:30 urban
11 17 7 0.85 10:30-11:00 urban
